"Item Name","Item ID","Ver","/xml/item/curriculum/topics/topic/code"
"Critical appraisal and understanding risk (Epidemiology PBL Case)","d68155ee-9832-4074-95df-6dbdd6540793","1","<null>"
"Doctors as a source of epidemiological data","5af92f92-ea6b-4bfb-aa07-e8cf6e25882b","1","<null>"
"Review session","6ed3cd1f-aebe-490b-8664-6313e91a8fdc","1","<null>"
"Anatomy Dissection","6bc4003f-3db4-4d03-a99a-98bee2400df9","1","<null>"
"Expert Review Sessions","12ca7f93-005b-4eeb-9355-d02dbcbddf42","1","<null>"
"Basic Life Support","88939ff6-fd60-4e93-b6ec-a32f295c6903","1","<null>"
"Rural health community weekend","836573f5-f717-4f9c-b2a6-58852a59dc1b","1","<null>"
"Clinical Skills Tutorials","b06a1ca6-b154-4712-8e4b-fe7edede88b1","1","<null>"
"Clinical Skills Practical Sessions (CSPS)","1cb59696-7455-443e-a3ff-32e0de7a7043","1","<null>"
"Cough and Haemoptysis DA DO NOT USE","d0d6966e-81a9-4a48-bbad-7b60df48ea0a","1","<null>"
"Histology Practical DA","c052d241-ee38-47c9-962a-fe95febe4019","1","<null>"
"Valvular Dysfunction - DA DO NOT USE","057730fc-b9ae-4b85-8a6e-790481be51eb","1","<null>"
"Hypertension DA DO NOT USE","f85920d5-cddd-43e8-bb4b-788680e168cb","1","<null>"
"Anatomy Dissection: KHI 1B (Practical) DA","25fc905f-9d02-48a4-a935-fd6c9eae9e76","1","<null>"
"Ischaemic Heart Disease DA DO NOT USE","be2ca464-8db9-4ab4-a48b-28bcb32988ce","1","<null>"
"Cardiac Function and Failure DA DO NOT USE","c9754114-6fbf-4ace-9853-66ee837cd179","1","<null>"
"Semester 1 Exam Feedback Session","662b9067-a20e-417f-8746-905ddbda5e4e","1","<null>"
"Dissection Pre-lecture #1","2a6b9676-c159-4489-aa64-75a0e19c6d13","1","<null>"
"PBL Cases - KHI1A","a7bc76a8-1cd0-4d10-a02c-883c5436b651","1","<null>"
"Inspiratory Stridor DA DO NOT USE","a34d2e7e-793e-4f75-bfba-7635f61054aa","1","<null>"
"Anatomy Dissection: Week 1 (Vavular Dysfunction) DA","f298c04b-9b26-4512-aae3-b58b7090e1be","1","<null>"
"Anatomy Dissection: Week 2 (Hypertension) DA","5fa96181-10eb-4cec-9304-23e5cddebdfc","1","<null>"
"Anatomy Dissection: Week 5 (Inspiratory Stridor)","92a45638-d39b-45fc-ba1a-9b231db73f8d","1","<null>"
"Anaemia (Case Discussion)","02447690-a109-410d-b218-5667e67db89a","1","<null>"
"Dissection Pre-lecture #5","80048a4d-b021-4d8f-be38-716836e48f99","1","<null>"
"Embryology and Anatomy of the Thyroid and Parathyroid Glands","600d1667-ed40-4c62-93f8-bd2f3bb9546c","1","<null>"
"Dissection Pre-lecture #6 - KHI2","f7abbd72-4812-46de-9130-561d66bade6e","1","<null>"
"Basic Life Support (BLS) Sessions - 1A","87008ea5-0c9e-4485-8b71-06b540ee31b2","1","<null>"
"PBL Cases - KHI1B","6aa1d6c6-677d-4fc2-98ec-f95ea627a503","1","<null>"
"Lectures - KHI1B OLD","a5b4e3d4-f34d-4414-9425-22129252e1a6","1","<null>"
"Dissections - KHI1B (ADL) OLD","d6f1ab6d-5899-4219-a624-5cdf4ffde20f","1","<null>"
"Healing & Repair DUPLICATE TO BE DELETED","a4522552-58cf-4483-ab2f-e8844638b0c6","1","<null>"
"Introduction to Week 5 TO BE DELETED","100d898a-b042-4aa5-952f-7592e4d6f447","1","<null>"
"Anatomy Dissection: Week 9 Sem 2 TO BE DELETED","664eea37-c153-40d4-9526-29fd6bc9be23","1","<null>"
"Anatomy Dissection: Week 8 Sem 2 TO BE DELETED","6113f414-7ec2-4983-b52a-e8eb8a7c9d19","1","<null>"
"Clinical Skills Practical Session: Pelvic examination","7f3ca2b5-d9b5-4152-baf6-19baea04e631","1","<null>"
"South Australia Elective Rotations ","b8d4fae6-df44-458d-9080-3d7076f3648f","1","<null>"
"test","33279819-9236-4757-a4a4-e4ef0715cf7c","1","<null>"
"Test ","31b34da8-6cc2-429b-9555-9df0afcbb4ee","1","<null>"
"Eye Practical","6f904e3b-33bd-43d6-b449-db5c412e69f9","1","<null>"
"DA-learning objectives for Acute block tutorials/lectures","ac9c23e4-46a5-4553-be6b-d59bac249b10","1","<null>"
"NTMP-Learning objectives for lectures and tutorials","ddb5da90-abd3-49a2-9434-75584b0f41c9","1","<null>"
"Suturing","8b5bba92-54f0-42ce-9c1f-08f9971fe346","1","<null>"
"Introduction to Rehabilitation","a12740e7-ecd3-4e3c-84b2-fd18688318a6","1","<null>"
"Driving Assessment","5aedaa5c-d9a0-4ea5-996d-a701dedfdfd2","1","<null>"
"Dementia","bc2bb60e-d9d2-4f50-b351-a286c3a457d2","1","<null>"
"Clinical reasoning","4b678d01-3858-4c3f-9590-ce7b49ada675","1","<null>"
"Descriptive and analytic epidemiology  ","0ba4d562-942d-4d63-a747-403c3cf7fb83","1","<null>"
"Measures of occurrence","c1e4783d-dbe4-4599-a641-5961c41bb08f","1","<null>"
"Study designs in analytic epidemiology","f6e206c5-56a0-40ab-aaa7-e78c74c93582","1","<null>"
"Measures of association in analytic epidemiology ","07adec08-8561-411e-98ad-a620553246ff","1","<null>"
"Getting it wrong in analytic epidemiology (bias, confounding, etc.) ","1a4df379-8718-4faf-9ce9-79b0350f0288","1","<null>"
"MMED8405","d4a864ee-8a37-47aa-94cc-9c113dba167d","1","<null>"
"DA :: Introduction to Acute Care Block & Communication Skills Workshop","9a36f6bb-f159-4148-8275-629ea8e78d73","1","MMED8202"
"Hand Hygiene Australia Online Learning Package","8479e966-d226-4b7c-9fce-5ceca687af5d","1","MMED8402"
"Brain and Behaviour Revision (Forum) ","b86a012e-def0-4f06-ba90-b785e324f155","1","MMED8203"
"abc","422a71dc-c2ef-471e-937d-432bc32d6b91","1","MMED8101"
"DA :: Emergency Medicine 1","4b313afa-74b5-42b3-bc54-a588975d9bd4","1","MMED8202"
"Gastroenterology Introduction","a1eab77d-a39e-4689-b395-5d0045226ba1","1","MMED8203"
"Fluid Balance & Water Homeostasis","e6656eb3-9d32-4745-bcb2-550b5c005937","1","MMED8103"
"Lecture 1: Introduction to Clinical Ethical Reasoning","893a4728-0733-429d-9a5b-ccc7d4edb8ba","1","MMED8105"
"The Thyroid Gland","06d0bb1b-749f-45ad-9ad5-a4dab100452c","1","MMED8203"
"Pearls and Pitfalls of Laboratory Endocrine Tests","d5073eb0-2096-43c2-b48d-ede142068272","1","MMED8203"
"Acute and Chronic Complications of Diabetes","0e09bfaa-565c-457a-b17a-8455ecadbbcc","1","MMED8203"
"Upper Limb / Shoulder Girdle and Elbow","eedd404a-7bfe-4dc1-bfca-038ee7630ffc","1","MMED8203"
"Bone Metabolism, Infection and Anatomy of Hip Region","69e3d00b-180c-49f2-9904-e41838594213","1","MMED8203"
"Anatomy Dissection: The Bisected Body, ERS Week 1","d0e36fb2-9738-4f0c-ad0b-284f4d5328d1","1","MMED8203"
"The Back 1 (Practical)","6f841351-d208-4eeb-8c54-d1d5295acf0d","1","MMED8203"
"The Back 2 (Practical)","c7266980-5ca3-4127-9b0f-7eec86300f6b","1","MMED8203"
"OCEP || Problem Based Learning","20cd3de4-cb18-4f21-b616-b5bbd4179074","1","MMED8302"
"Mr Charlton","a79b268b-2b88-473d-8948-05f88acf8155","1","MMED8302"
"Introduction to Week: Motor Control","57e930bf-38ba-40aa-9ba9-9d6d15c595d1","1","MMED8203"
"Eye & Vision Practical","b50808da-0704-4b79-9ab7-5174d9525ac9","1","MMED8203"
"Introduction to Week: Bone Metabolism, Infection and Anatomy of Hip Region","b26bf7a4-badb-463d-8787-40e8f85675c9","1","MMED8203"
"The Hands (Practical)","fcde26d5-8f90-4a73-8534-7bcdff599af8","1","MMED8203"
"Expert Review Session: Rheumatoid Arthritis of Hand and Wrist","f2379f7f-0523-4315-88ae-18530aedf21a","1","MMED8203"
"Rheumatoid Arthritis of Hand and Wrist","cec00b24-9e41-4631-afae-10a57112f06d","1","MMED8203"
"Degenerative Joint Disease  ","30eee6b1-12d3-49b1-aa30-9b229e3e49c0","1","MMED8203"
"Research Methods","014c3920-50ea-42f9-9c1b-fd17cee70bbc","1","MMED8106"
"Research Ethics","88917745-bf0d-474f-8f11-c8cc5b6d2934","1","MMED8106"
"The Role of Endothelial Cells in Common Eye Diseases (Research Elective)","09e222a6-5b8e-41e6-b8f4-765a4e8874de","1","<null>"
"Individual Project (Research Elective)","50febdf2-f4ac-4e3a-a0bc-524b31d607d5","1","<null>"
"Diagnostic Laboratory (Research Elective)","e553497f-3485-4a81-9ecc-440fce6b1834","1","<null>"
"Long Vacation Research Scholarship (Research Elective)","8007851f-de13-47b1-965a-3ff723409a8b","1","<null>"
"Defibrilation (4)","787da6c0-625e-438e-94e7-cbc2ea0ca836","1","MMED8102"
"Assessment (5)","e684ff76-1bbb-452a-a187-2d8f3e5d232a","1","MMED8102"
"Basic Life Support","cb096cc1-b040-49b8-94b3-cafc2872be48","1","MMED8102"
"Tutorial 1: Children & Mental Health Ethics of Involuntary Treatment","a7f3f50f-9808-4324-8e8f-6133a34d34d2","1","MMED8105"
"Introduction to Health Professions and Society 2A","6a834b30-f7b9-4ce2-a82f-de2b62225b88","1","MMED8204"
"Climate Change and Public Health","18f0f6d1-d626-4b4b-87f9-13261ff08b78","1","MMED8204"
"Public Health Systems 1","37ead2a8-ec58-418a-a8a9-cbdab2635b37","1","MMED8204"
"Public Health Systems 2","30bb908b-0720-4299-a6a1-46dc4320a5cf","1","MMED8204"
"Public Health Systems 3","e3cadc7f-fe12-474f-91e9-97e043fd6df3","1","MMED8204"
"Public Health: Medical Health Promotion","f35f10fe-e120-4a65-946f-128cd670c0df","1","<null>"
"Public Health: Behavioural Health Promotion","89602636-3203-4b16-857f-6d755d6b44b3","1","<null>"
"Public Health: Social Health Promotion","c70c5bf3-2303-4e5a-b371-8cf2b4e0e6fa","1","<null>"
"Public Health: Public Health History (Lecture/Tutorial)","ca55679e-663a-4eea-9bee-5752f09fff06","1","<null>"
"Public Health","4bc37cad-4c14-40f5-9b6e-86567d940fb3","1","MMED8105"
"Lecture 2: Consent & Respect for Persons","6a5c0e59-2106-4eb7-afcb-a5febdd312e0","1","MMED8105"
"Heart Sounds 3; JVP (Jugular Venous Pressure)","c01b1489-6abd-4247-ab39-f79730086619","1","MMED8102"
"Civil Liability of Medical Practitioners","fe0a7398-299d-4cd6-8fca-f12031c8299d","1","MMED8204"
"Law","acb16171-727b-41f9-80c5-eeebe8757ac2","1","MMED8204"
"Ethics","239687ae-4dd0-4155-ba08-72ba0836b22a","1","MMED8204"
"Public Health","a3c1e1d1-b642-4744-a3b2-4c6714bddd9d","1","MMED8204"
"Workshop 1: Research design, interactive lecture and workshop","2a053834-71f8-4d36-a15f-276e9816d126","1","MMED8106"
"Lower Limb Muscles (Practical)","746285e4-e899-4c6e-8a8a-c5647762c956","1","MMED8203"
"Introduction to Week: Chronic Sports Injury / Osteoarthritis","9d54b3c1-70b8-4d31-ac45-7b6772adbdd3","1","MMED8203"
"Mini Cases: Chronic Sports Injury / Osteoarthritis","d8213981-f641-4dfb-ae76-097c4508c278","1","MMED8203"
"Expert Review Session: Chronic Sports Injury / Osteoarthritis","521f936e-a96b-404b-9766-8b35132bd576","1","MMED8203"
"Weekly Wrap: Chronic Sports Injury/Osteoarthritis","e51a5f68-149c-4a34-9ecb-ba12d53d4869","1","MMED8203"
"Chronic Sports Injury/Osteoarthritis","d0018d19-6dfe-4a5e-b572-994c903e4294","1","MMED8203"
"Rural Day","43052a78-83b5-47b0-9235-283cfdd3b806","1","MMED8105"
"Multiple Facial Fractures","020bb8d5-0ac3-40f6-98ab-65d06ab2c271","1","MMED8203"
"Metabolic Bone Disease","1d38f759-be66-4005-8b91-39fe5d0b3126","1","MMED8203"
"Hips and Pelvis (Practical)","7ede69b7-557b-425d-a95f-0268cc991a10","1","MMED8203"
"Weekly Wrap: Rheumatoid Arthritis of Hand and Wrist","f6df1011-1803-4aa9-a469-83504b38d258","1","MMED8203"
"Weekly Wrap: Bone Metabolism, Infection and Anatomy of Hip Region","67ab4d5b-267b-497a-9a6d-eeefb3bc6e77","1","MMED8203"
"Expert Review Session: Bone Metabolism, Infection and Anatomy of Hip Region","dd549020-86e7-4e4b-a703-1da2bdeb30a8","1","MMED8203"
"Back Pain","443103ca-a8ce-487f-98cf-5b6414c5f0a1","1","MMED8203"
"Context ","64067668-6373-4fe5-ad1b-bdbaed0aaed8","1","MMED8105"
"South Australia Elective Selection HPS1A","0a7364c5-27bb-4ed2-8b79-bf1f04d018d2","1","<null>"
"Ethics","dc8cebea-c8d2-43ec-8ddb-1cc5e85e8c9d","1","MMED8105"
"Lower Limb Bones & Joints (Practical)","3a9490c9-a8da-425a-8237-633d47a49958","1","MMED8203"
"Expert Review Session: Back Pain","478a76ad-2504-4c89-953f-16e57eeab8da","1","MMED8203"
"Weekly Wrap: Back Pain","d1e576be-e37c-4c13-9baa-dafc5fe48eb1","1","MMED8203"
"Continuity of Care","4a092f5b-8768-48f0-9d53-740b4b6e977c","1","MMED8305"
"Follow a Suitable Patient with a Complex or Ongoing Illness","bab8b32b-66ad-4f0f-b048-0a1cb52ecfa8","1","MMED8305"
"Transfer of Care Letter - Write up","e8ace8d3-228f-474f-946c-008d93fdf164","1","MMED8305"
"Clinical Ethics Case Analysis","e582b57e-84a9-42a9-8d3b-1ba8586259e7","1","MMED8305"
"Ethics Case Participation - as part of CoC presentation","cf782ef8-3888-43b2-a9b6-72d0b9d5a973","1","MMED8305"
"Ethics Case Submission","2158b772-155c-4a07-9ec5-262b1de9bea9","1","MMED8305"
"Justice and Health Care Distribution","d89b0dbd-0807-4835-bced-8314e53fd378","1","MMED8204"
"Pharmacology, Conflict of Interest, Patenting and Ethics","c773f986-6073-43f4-9def-c7fbd0957b12","1","MMED8204"
"Reproductive Ethics","88b5f952-6ee0-44bf-99c6-fa3ec0bdd8c0","1","MMED8204"
"Ethics and End of Life","6def38ee-6ef9-4c87-8ef4-8d7b821ba5d3","1","MMED8204"
"Liberalism, Tolerance and Conscientious Objection","36712306-5c92-4e4e-bb1d-aed2e12d450f","1","MMED8204"
"Refusal of Treatment ","8d69270d-48d7-41ea-a24b-285a45109c31","1","MMED8204"
"Confidentiality, Privacy and Recording of Medical Information","2b7d4310-b1ce-4388-a4a1-0a42795c8f8f","1","MMED8204"
"Clinical Skills Tutorial: PE Assessment (6, 7, 15, 16, 21 & 22)","d56301bf-4db0-4b0c-93fe-8492bedf5df7","1","<null>"
"Clinical Skills Tutorial: Examination - Gait, Cerebellar Assessment","384e9846-fed1-46dc-866b-e3eef1ba0066","1","<null>"
"Clinical Skills Tutorial: Examination - Spine, Dermatomes","6dc1b763-1619-4f7c-8c3d-3df2fa5dc241","1","<null>"
"Practical Sessions","52ab5777-f22a-4a4c-93ac-08231bb51fc4","1","MMED8202"
"Acute Care Rotation 1 & 2","69e7523f-38a2-4660-bce5-3f43b84af803","1","MMED8402"
"Ambulatory Care Rotation","94e35cb8-36f9-478d-945c-190b3190cb5c","1","MMED8402"
"Core Rotation 5","6bd308f0-3376-4d1e-9849-43082eace83b","1","MMED8402"
"Electives","eaa17fca-19ca-4853-91f7-62c904259113","1","MMED8402"
"Northern Territory Elective Rotations","caecbd0d-668b-4dad-9b1b-9241b454ca71","1","<null>"
"Elective (2)","fc19ce93-8622-4f39-b3ef-f0960fd0c17e","1","<null>"
"Biochemistry","a44453bb-9185-4a84-b77e-f541dc06a6a7","1","MMED8202"
"Fractures & Dislocations","1e90ec3e-9afa-4df6-aee9-f3bd13241b32","1","MMED8202"
"Acute Psychiatry Workshop","538ac69a-7410-486f-bc54-c690f2a7405d","1","MMED8202"
"BLS","bd53936c-bffe-40aa-a04a-5715029e85ec","1","MMED8202"
"Suturing","5abae2a0-e44c-4fd0-99e1-08f14f376510","1","MMED8202"
"Interpreting the ECG","18e4457f-93f6-4a77-b03c-dfa7c848b5f6","1","MMED8202"
"Structured Clinical Instruction Modules (SCIMS)","6cfa2188-06a2-4a14-860b-df53a6d25a63","1","MMED8202"
"Rheumatology","708ae31e-78db-41e3-a28e-2435eb1b9ff1","1","MMED8202"
"Gastroenterology","9b8d3c67-5849-45f7-b347-27e4fbe18c4b","1","MMED8202"
"Cardiology","5b981656-b39e-4bf8-8842-84e8740a99f4","1","MMED8202"
"Vascular","332cf5b9-c23c-456f-8789-d2606f17cc79","1","MMED8202"
"General Surgery","945b99d2-988a-486c-8be5-edd8cd049ead","1","MMED8202"
"Respiratory","6481b172-ebd6-434f-addf-029d81cc99a7","1","MMED8202"
"Clinical Skills Practical Sessions","0692b3e3-4ac4-49f2-b73f-be87df6c0108","1","MMED8201"
"Introduction to Cognitive Techniques (3)","ae6e7ff0-028c-49ff-8126-94f47d76efa8","1","MMED8201"
"Law","943e369f-e403-48d7-aaaf-c9417ad47203","1","MMED8105"
"Dermatology","2f1fea19-7a95-4619-8c10-ed963548112d","1","MMED8202"
"Neurology","22b99887-6434-4949-ba5e-7a535c8c7281","1","MMED8202"
"CPR Revision","816694e9-585c-4ff8-a8d8-df7f66ac3b21","1","MMED8202"
"New Obs Charts","6090e217-87ea-42c9-91e6-6d54ec2451c2","1","MMED8202"
"Introduction to ICP Assessment and How to Prepare for the OSCE","8b7ed02b-7b3a-4eb0-a08c-109a78f051fc","1","MMED8202"
"ADL :: Procedures Week","e489cb94-abf7-4285-95d1-0af399529928","1","MMED8202"
"Acute Block","a181621d-0d4c-49a9-960f-8363fbc2fce2","1","MMED8202"
"Chronic Block","ef62dc38-c9dd-401f-921e-af2858907c03","1","MMED8202"
"General Practice Intensive Week","00643f1f-cfc6-4daf-9f81-0d053f61523b","1","MMED8202"
"Ward Placement","f73bae65-ca25-4473-88dd-3dba24ab9b16","1","MMED8202"
"Plenary Sessions","314f0e71-e748-4cbc-986d-00f05f5f077d","1","MMED8202"
"Introduction to the Reflective Professionalism Program","034fd4a9-2e61-47a6-a1da-6b53e6ee26d5","1","MMED8202"
"Upper Limb Bones & Joints (Practical)","a05d804d-9db0-472c-a971-25dcc805999f","1","MMED8203"
"Upper Limb Muscles (Practical)","bc81b8eb-df63-4bd6-8435-f8f7914316ba","1","MMED8203"
"Expert Review Session: Upper Limb/Shoulder Girdle and Elbow","ca4d20f4-967a-44a0-b5ce-59ca74b6b27a","1","MMED8203"
"Weekly Wrap: Upper Limb / Shoulder Girdle and Elbow","f78f7594-50c3-4fb8-96d7-962204d79248","1","MMED8203"
"Core Rotations","eae8720f-bd3e-4752-91d6-e7e20659ac76","1","MMED8402"
"Clinical Audit (CAP)","79cfa8af-86dc-4835-81f2-5752682c9ab6","1","MMED8404"
"Evidence Based Medicine (CAP)","92d94297-4245-44f9-92d2-483e9eb01240","1","MMED8404"
"Reflective Professionalism Program","1f722903-4a78-4184-a7f0-8a124e5a11db","1","MMED8404"
"Patient Safety Workshop","d0a0512f-ef6f-449b-9fdb-ffd68994b2f9","1","<null>"
"Emergency Care 1","acdd8f04-c8e5-4a6b-975f-341f04d51624","1","MMED8102"
"Anatomy Dissection: Gastrointestinal System and Kidneys, 4","eadf1fe6-e216-4191-8ae2-bd66cc67670a","1","MMED8203"
"Anatomy Dissection TO BE DELETED","29ed5665-793c-429f-a01d-ebb85e57bb90","1","<null>"
"Introduction to Week: Back Pain","206245c7-de48-4d13-886a-8b5299c825b1","1","MMED8203"
"Lecture 2: Research Biostatistics ","19847b84-350e-476d-92c0-f92d18269c42","1","MMED8106"
"Lecture 1: Epidemiology ","bc320642-8857-40f1-a131-168378465ebb","1","MMED8106"
"Lecture 2: Epidemiology ","a1e94ab5-3301-446e-8b75-2f5b739af617","1","MMED8106"
"Epidemiology PBL Case: Screening, critical appraisal and understanding risk","cad66233-d969-4df7-b71f-0a09db73f5e7","1","MMED8106"
"Research Elective ","524374e4-3df1-4fe9-a236-9626602c8da7","1","<null>"
"Primary Health Care Research and Information Service (Research Elective)","9ffc5406-d10b-4fa6-8f93-997b843e5a6c","1","<null>"
"The Cube (Research Elective)","f84bb2f2-a645-4a06-9dd1-026e79c377cf","1","<null>"
"Research Biostatistics","7affd31e-895b-4993-9dc8-7d02bb09d69a","1","MMED8106"
"Review Session: Epidemiology","724980f5-6530-4d8c-a3cc-56137fbf69c2","1","MMED8106"
"Epidemiology","62b5ef71-76d1-4f2c-8703-049ff1ed3109","1","MMED8106"
"ADL :: Clinical Reasoning","90719a6d-06e4-46e1-a896-b4af98776f08","1","MMED8202"
"ADL :: Theatre Orientation","bfacc6de-f9df-4f38-87f2-99a31613e7a3","1","MMED8202"
"ADL :: Orientation to Ward Placements","77bb78da-1913-454c-81a5-4698b542fd79","1","MMED8202"
"Clinical Program","949f91d5-0570-4e89-987f-5f9582225f0a","1","MMED8302"
"Patient Safety ","7ba23905-16d7-47a5-84d0-8ce294475963","1","MMED8405"
"Emergency On-Call Quiz","b54df6c7-c181-44a2-b1df-f95329121778","1","MMED8405"
"Online BloodSafe e-Learning Tool","fbf51e61-56f5-453e-a282-31e802cea939","1","MMED8405"
"Orientation Lecture","6750c113-b05b-4b7d-9f6f-f2bfa14d0765","1","MMED8305"
"Clinical Skills Practical Session: Gastrointestinal History and Examination SP Assessment","1651750b-0db2-4103-9824-ffc2cc432f25","1","<null>"
"Reflective Professionalism Program","79ce34e3-a833-4713-ab88-144e16bceb61","1","MMED8305"
"Specialist Tutorials and Workshops","f4af3fc7-a2f4-4786-8983-1ca0265c47e0","1","MMED8305"
"Valerie Case Study - Tutorial 3","e99e367b-7e8b-4371-b098-ddfdd83cfa9b","1","MMED8202"
"Clinical Skills Tutorial: Ward Visit (20)","be8c91bb-4b05-4d5c-a449-a8701e2e4d94","1","<null>"
"Clinical Skills Practical Session: Rectal Examination 2","635fb206-177f-4187-8526-42c6cdfccc89","1","<null>"
"Clinical Experience - Year 3","1b75becd-e8a4-443d-82e1-2506b912edb8","1","<null>"
"Hospital-based Pathway","938cae96-f461-4ce5-a9b4-cbc8a73bfc93","1","<null>"
"Prevention in General Practice","37c7408d-ef9a-4cc2-b427-d87d6199b7a3","1","MMED8202"
"Case Based Learning","70ae540c-2b54-4739-8c20-5f6f34817c56","1","<null>"
"Specialist Tutorials and Workshops - Clinical Experience","014f78c9-0512-4419-a15f-139245b94254","1","<null>"
"Advanced Studies","c4a383ad-3890-4d3b-b5b5-9bb7eedcb631","1","<null>"
"PAM TEMP","157fce1d-e809-41d7-955b-881c0402fe48","1","<null>"
"Sinuses of the Skull (Electronic resource)","fdbe3c9f-737f-46ee-ac97-d1232c4c3c02","1","MMED8203"
"X-rays of the Skull (Electronic resource)","a04a6cc3-4e1a-49a8-9fe6-afa6165834f2","1","MMED8203"
"Microscopy - Upper GIT","aadc053f-652e-4787-ae50-ba613f668fbf","1","MMED8203"
"Interview ","e8af12d1-c8b3-45b9-983e-4b31d627222a","1","MMED8305"
"Community Engagement","97bb006c-beb0-4465-bfad-cc1dadb87199","1","MMED8305"
"Engage in Community Work","3d3c9951-8ca9-4a61-add5-66fab4d4375c","1","MMED8305"
"Develop Community Engagement Proposal","f5486088-e31b-47fc-b3ae-0bc2ead8b0f2","1","MMED8305"
"Report Community Engagement Project ","a345e5fd-782d-461a-8368-3d09f1b3c98b","1","MMED8305"
"Develop Reflective Professionalism Essay ","61b17e71-839a-4908-954e-ffd3ee12f2b5","1","MMED8305"
